task_id,deadline_days,effort,impact,workload,priority_score,priority_label
8604,19,7,1,4,0.678947368,Low
8608,28,14,2,1,-0.728571429,Low
8609,18,9,1,2,0.366666667,Low
8615,27,8,1,2,0.011111111,Low
8620,14,10,3,4,1.642857143,Low
8621,29,10,5,7,1.534482759,Low
8628,12,16,4,2,1.3,Low
8630,17,9,3,6,1.464705882,Low
8631,23,9,4,4,1.504347826,Low
8632,29,10,2,4,0.034482759,Low
8633,15,11,2,6,0.8,Low
8639,20,15,1,9,-1,Low
8640,24,13,5,5,1.15,Low
8641,17,8,2,3,1.164705882,Low
8642,10,15,4,7,2,Low
8643,20,19,2,9,-1.3,Low
8649,22,13,5,2,1.263636364,Low
8653,25,17,7,4,1.3,Low
8658,13,14,2,3,0.507692308,Low
8660,29,4,3,7,1.734482759,Low
8661,20,16,1,1,-1.2,Low
8668,17,15,2,9,-0.235294118,Low
8669,15,10,2,1,1,Low
8670,27,18,7,5,1.011111111,Low
8679,26,18,4,8,-0.446153846,Low
8680,21,5,1,1,0.928571429,Low
8684,26,10,2,7,0.153846154,Low
8688,28,9,1,7,-0.228571429,Low
8694,12,14,3,7,1.2,Low
8698,21,17,2,7,-0.971428571,Low
8699,15,19,3,1,-0.3,Low
8705,16,6,2,6,1.675,Low
8707,27,13,3,5,0.011111111,Low
8710,10,15,1,2,0.5,Low
8713,17,12,2,5,0.364705882,Low
8714,21,15,6,4,1.428571429,Low
8723,26,19,6,1,0.353846154,Low
8730,22,16,5,7,0.663636364,Low
8736,21,16,1,9,-1.271428571,Low
8743,12,15,1,2,0,Low
8751,25,13,1,6,-0.9,Low
8753,9,16,1,8,0.633333333,Low
8759,22,5,1,5,0.863636364,Low
8765,28,15,2,6,-0.928571429,Low
8769,28,6,4,2,1.871428571,Low
8772,17,11,1,7,0.064705882,Low
8775,29,12,5,3,1.134482759,Low
8777,21,18,8,5,1.828571429,Low
8778,29,9,1,6,-0.265517241,Low
8779,18,10,2,1,0.666666667,Low
8781,24,18,2,3,-1.35,Low
8783,19,18,7,6,1.478947368,Low
8785,23,14,3,9,0.004347826,Low
8786,21,18,1,2,-1.671428571,Low
8789,22,9,4,4,1.563636364,Low
8790,19,13,1,6,-0.521052632,Low
8794,18,15,1,6,-0.833333333,Low
8797,24,14,1,9,-1.05,Low
8800,18,18,2,2,-0.933333333,Low
8802,20,18,2,2,-1.1,Low
8803,15,11,4,6,1.8,Low
8809,12,16,4,3,1.3,Low
8812,28,15,2,6,-0.928571429,Low
8813,12,17,4,7,1.1,Low
8819,25,7,3,2,1.3,Low
8826,24,19,1,5,-2.05,Low
8827,29,9,5,2,1.734482759,Low
8830,22,18,6,4,0.763636364,Low
8832,15,13,5,1,1.9,Low
8837,9,16,3,4,1.633333333,Low
8840,17,5,2,5,1.764705882,Low
8846,21,10,2,5,0.428571429,Low
8847,28,18,5,3,-0.028571429,Low
8850,26,13,4,1,0.553846154,Low
8852,11,9,1,3,1.427272727,Low
8856,15,16,4,7,0.8,Low
8858,27,18,7,8,1.011111111,Low
8859,27,9,2,5,0.311111111,Low
8862,15,14,1,6,-0.3,Low
8865,19,13,3,4,0.478947368,Low
8867,21,4,1,7,1.128571429,Low
8869,24,14,1,7,-1.05,Low
8875,24,16,4,6,0.05,Low
8877,24,5,1,6,0.75,Low
8878,25,19,8,6,1.4,Low
8879,18,9,2,2,0.866666667,Low
8880,9,13,1,1,1.233333333,Low
8881,24,16,7,7,1.55,Low
8886,18,16,2,7,-0.533333333,Low
8893,12,9,2,9,1.7,Low
8895,29,13,4,4,0.434482759,Low
8897,28,17,7,6,1.171428571,Low
8898,13,14,2,3,0.507692308,Low
8899,18,18,2,2,-0.933333333,Low
8901,17,15,6,7,1.764705882,Low
8902,24,19,9,7,1.95,Low
8906,23,8,1,5,0.204347826,Low
8910,28,2,2,9,1.671428571,Low
8912,12,17,4,4,1.1,Low
8919,10,16,3,1,1.3,Low
8926,19,16,5,6,0.878947368,Low
8929,28,15,1,9,-1.428571429,Low
8930,13,12,3,2,1.407692308,Low
8935,21,19,8,9,1.628571429,Low
8942,14,14,2,3,0.342857143,Low
8943,28,14,4,7,0.271428571,Low
8944,12,11,3,5,1.8,Low
8945,13,7,1,9,1.407692308,Low
8948,28,11,1,4,-0.628571429,Low
8950,11,16,3,8,1.027272727,Low
8951,25,3,1,3,1.1,Low
8952,26,16,3,1,-0.546153846,Low
8953,20,15,7,8,2,Low
8956,15,17,4,5,0.6,Low
8958,18,18,1,6,-1.433333333,Low
8964,16,13,3,2,0.775,Low
8966,17,18,7,9,1.664705882,Low
8974,24,19,9,9,1.95,Low
8979,12,8,2,3,1.9,Low
8980,13,16,2,2,0.107692308,Low
8981,16,18,3,8,-0.225,Low
8983,24,15,6,5,1.25,Low
8987,18,7,2,5,1.266666667,Low
8988,20,18,3,4,-0.6,Low
8999,21,12,4,5,1.028571429,Low
9001,27,19,5,8,-0.188888889,Low
9002,28,12,3,8,0.171428571,Low
9015,14,15,3,3,0.642857143,Low
9016,12,13,4,2,1.9,Low
9020,23,8,3,4,1.204347826,Low
9023,12,16,2,3,0.3,Low
9026,18,13,1,3,-0.433333333,Low
9028,29,9,5,1,1.734482759,Low
9041,14,17,6,5,1.742857143,Low
9046,20,12,2,5,0.1,Low
9047,16,17,3,7,-0.025,Low
9053,18,10,1,2,0.166666667,Low
9054,25,17,8,3,1.8,Low
9060,27,19,5,2,-0.188888889,Low
9066,27,10,5,5,1.611111111,Low
9067,24,17,8,9,1.85,Low
9068,10,15,1,6,0.5,Low
9072,15,8,1,3,0.9,Low
9073,17,10,1,2,0.264705882,Low
9076,22,19,8,2,1.563636364,Low
9080,25,19,1,9,-2.1,Low
9088,19,13,6,1,1.978947368,Low
9093,28,14,7,6,1.771428571,Low
9095,20,16,3,2,-0.2,Low
9098,17,9,1,3,0.464705882,Low
9100,17,4,2,7,1.964705882,Low
9103,12,8,2,2,1.9,Low
9104,16,17,4,8,0.475,Low
9107,15,9,2,9,1.2,Low
9108,22,18,6,2,0.763636364,Low
9109,28,14,2,5,-0.728571429,Low
9113,29,1,1,7,1.334482759,Low
9116,26,16,6,5,0.953846154,Low
9118,9,14,2,2,1.533333333,Low
9121,24,15,7,5,1.75,Low
9123,20,7,1,2,0.6,Low
9125,22,14,6,3,1.563636364,Low
9133,21,11,4,2,1.228571429,Low
9137,15,13,3,3,0.9,Low
9144,20,15,2,9,-0.5,Low
9146,13,17,1,4,-0.592307692,Low
9149,14,18,1,8,-0.957142857,Low
9150,27,19,5,3,-0.188888889,Low
9151,12,13,2,5,0.9,Low
9152,9,14,1,7,1.033333333,Low
9153,25,18,4,6,-0.4,Low
9155,27,10,1,5,-0.388888889,Low
9158,27,17,4,5,-0.288888889,Low
9159,17,18,6,4,1.164705882,Low
9160,26,12,1,1,-0.746153846,Low
9163,26,14,3,7,-0.146153846,Low
9167,27,16,5,5,0.411111111,Low
9173,21,18,2,5,-1.171428571,Low
9177,13,17,1,7,-0.592307692,Low
9180,22,14,3,5,0.063636364,Low
9183,19,16,6,1,1.378947368,Low
9187,29,9,1,3,-0.265517241,Low
9193,25,18,6,2,0.6,Low
9196,17,19,8,2,1.964705882,Low
9198,26,12,4,9,0.753846154,Low
9200,28,14,3,9,-0.228571429,Low
9202,21,16,4,9,0.228571429,Low
9208,13,17,6,8,1.907692308,Low
9209,29,16,7,2,1.334482759,Low
9211,24,19,7,1,0.95,Low
9216,29,6,2,9,0.834482759,Low
9218,17,13,3,7,0.664705882,Low
9221,29,4,1,4,0.734482759,Low
9228,25,18,4,8,-0.4,Low
9230,27,7,3,4,1.211111111,Low
9232,20,18,2,8,-1.1,Low
9242,21,18,5,7,0.328571429,Low
9243,24,19,2,2,-1.55,Low
9244,27,8,4,4,1.511111111,Low
9249,26,17,8,1,1.753846154,Low
9251,25,6,3,7,1.5,Low
9252,21,18,2,6,-1.171428571,Low
9255,14,18,6,2,1.542857143,Low
9257,16,5,2,8,1.875,Low
9265,22,5,3,8,1.863636364,Low
9267,23,13,3,1,0.204347826,Low
9276,15,19,1,8,-1.3,Low
9280,24,15,4,8,0.25,Low
9284,12,14,4,7,1.7,Low
9286,10,14,1,3,0.7,Low
9288,14,11,1,3,0.442857143,Low
9290,18,7,2,6,1.266666667,Low
9294,20,3,1,9,1.4,Low
9297,20,9,4,9,1.7,Low
9298,22,19,5,5,0.063636364,Low
9309,19,13,1,4,-0.521052632,Low
9313,14,15,3,5,0.642857143,Low
9314,14,15,1,6,-0.357142857,Low
9318,13,14,1,6,0.007692308,Low
9319,16,7,3,8,1.975,Low
9320,20,13,2,7,-0.1,Low
9321,15,6,2,9,1.8,Low
9322,28,18,9,3,1.971428571,Low
9324,19,8,1,6,0.478947368,Low
9329,26,1,1,2,1.453846154,Low
9330,12,6,1,8,1.8,Low
9332,11,19,5,2,1.427272727,Low
9333,29,16,5,9,0.334482759,Low
9334,26,15,5,2,0.653846154,Low
9336,23,13,4,4,0.704347826,Low
9337,26,3,1,9,1.053846154,Low
9341,29,13,1,8,-1.065517241,Low
9345,17,13,1,6,-0.335294118,Low
9347,26,12,1,7,-0.746153846,Low
9349,26,18,4,3,-0.446153846,Low
9351,20,5,3,7,2,Low
9353,25,14,2,8,-0.6,Low
9358,28,12,5,4,1.171428571,Low
9362,9,15,2,9,1.333333333,Low
9365,24,12,4,2,0.85,Low
9369,19,19,2,1,-1.221052632,Low
9380,22,16,4,8,0.163636364,Low
9381,21,10,2,5,0.428571429,Low
9382,18,19,7,3,1.366666667,Low
9389,7,19,2,1,1.485714286,Low
9391,16,16,4,2,0.675,Low
9399,28,19,4,6,-0.728571429,Low
9400,28,19,3,5,-1.228571429,Low
9416,14,19,6,7,1.342857143,Low
9417,19,5,1,1,1.078947368,Low
9418,24,8,3,1,1.15,Low
9429,26,6,2,1,0.953846154,Low
9438,29,10,1,8,-0.465517241,Low
9441,10,12,2,8,1.6,Low
9447,22,15,2,4,-0.636363636,Low
9448,22,19,3,6,-0.936363636,Low
9453,28,8,1,6,-0.028571429,Low
9460,29,17,7,3,1.134482759,Low
9464,29,8,5,2,1.934482759,Low
9468,29,3,1,4,0.934482759,Low
9472,27,14,1,3,-1.188888889,Low
9475,23,16,6,8,1.104347826,Low
9476,18,13,1,9,-0.433333333,Low
9477,26,13,3,2,0.053846154,Low
9478,24,6,3,1,1.55,Low
9482,18,16,5,1,0.966666667,Low
9485,27,11,6,5,1.911111111,Low
9490,9,17,4,9,1.933333333,Low
9492,25,15,6,2,1.2,Low
9495,16,18,4,3,0.275,Low
9496,24,11,1,9,-0.45,Low
9497,16,12,2,6,0.475,Low
9510,8,15,1,1,1.25,Low
9511,19,18,5,4,0.478947368,Low
9512,26,13,5,8,1.053846154,Low
9514,29,13,2,2,-0.565517241,Low
9523,17,19,1,3,-1.535294118,Low
9524,18,18,4,8,0.066666667,Low
9527,12,17,1,2,-0.4,Low
9531,28,16,5,9,0.371428571,Low
9532,26,18,2,1,-1.446153846,Low
9534,26,16,1,5,-1.546153846,Low
9538,27,7,2,2,0.711111111,Low
9542,27,6,2,6,0.911111111,Low
9546,9,19,4,5,1.533333333,Low
9547,19,3,1,4,1.478947368,Low
9549,25,17,4,1,-0.2,Low
9551,23,6,3,9,1.604347826,Low
9552,22,18,6,8,0.763636364,Low
9553,17,2,1,2,1.864705882,Low
9556,26,16,6,3,0.953846154,Low
9560,11,19,1,3,-0.572727273,Low
9565,20,13,2,4,-0.1,Low
9572,15,17,5,5,1.1,Low
9574,16,16,5,7,1.175,Low
9576,29,18,8,1,1.434482759,Low
9577,24,14,2,3,-0.55,Low
9582,29,9,5,2,1.734482759,Low
9584,22,19,6,7,0.563636364,Low
9589,15,3,1,9,1.9,Low
9590,20,17,7,5,1.6,Low
9591,29,8,1,3,-0.065517241,Low
9594,26,19,7,4,0.853846154,Low
9596,20,15,3,4,0,Low
9598,22,7,4,6,1.963636364,Low
9599,20,19,4,3,-0.3,Low
9601,11,18,1,2,-0.372727273,Low
9602,17,4,2,5,1.964705882,Low
9603,22,17,7,3,1.463636364,Low
9604,22,19,5,7,0.063636364,Low
9607,26,16,7,1,1.453846154,Low
9611,13,5,1,6,1.807692308,Low
9613,15,8,1,9,0.9,Low
9615,29,19,8,9,1.234482759,Low
9622,13,16,1,6,-0.392307692,Low
9623,16,15,4,5,0.875,Low
9626,29,8,2,3,0.434482759,Low
9627,20,19,4,5,-0.3,Low
9628,17,8,1,5,0.664705882,Low
9631,26,17,6,3,0.753846154,Low
9633,26,8,2,9,0.553846154,Low
9634,26,14,3,2,-0.146153846,Low
9636,23,18,5,8,0.204347826,Low
9637,22,17,2,5,-1.036363636,Low
9640,10,19,4,1,1.2,Low
9642,16,6,2,5,1.675,Low
9652,23,18,3,1,-0.795652174,Low
9655,18,16,1,2,-1.033333333,Low
9660,25,6,4,2,2,Low
9663,27,8,3,3,1.011111111,Low
9664,26,19,4,7,-0.646153846,Low
9674,15,12,4,3,1.6,Low
9679,22,17,8,3,1.963636364,Low
9681,14,19,5,9,0.842857143,Low
9683,16,15,5,9,1.375,Low
9684,12,17,5,2,1.6,Low
9685,17,3,1,1,1.664705882,Low
9694,23,18,4,4,-0.295652174,Low
9700,22,13,1,1,-0.736363636,Low
9701,9,16,2,8,1.133333333,Low
9703,14,19,3,9,-0.157142857,Low
9705,11,19,1,3,-0.572727273,Low
9711,11,17,5,1,1.827272727,Low
9713,24,18,3,1,-0.85,Low
9716,28,18,8,3,1.471428571,Low
9719,18,4,2,3,1.866666667,Low
9720,20,17,5,8,0.6,Low
9722,28,10,2,7,0.071428571,Low
9726,12,11,2,4,1.3,Low
9729,17,18,7,3,1.664705882,Low
9731,24,15,3,4,-0.25,Low
9743,24,8,4,7,1.65,Low
9744,15,13,1,5,-0.1,Low
9749,22,19,5,3,0.063636364,Low
9755,12,9,1,4,1.2,Low
9756,26,7,2,1,0.753846154,Low
9757,27,12,4,6,0.711111111,Low
9760,18,12,3,5,0.766666667,Low
9764,25,15,6,4,1.2,Low
9765,10,15,4,3,2,Low
9767,21,7,1,4,0.528571429,Low
9772,26,3,2,4,1.553846154,Low
9775,15,12,4,9,1.6,Low
9779,26,19,3,6,-1.146153846,Low
9782,21,7,3,9,1.528571429,Low
9787,26,8,2,1,0.553846154,Low
9789,13,16,1,5,-0.392307692,Low
9790,14,14,2,1,0.342857143,Low
9791,20,2,1,8,1.6,Low
9792,29,11,4,7,0.834482759,Low
9796,22,16,4,9,0.163636364,Low
9797,19,16,6,8,1.378947368,Low
9800,17,9,3,3,1.464705882,Low
9802,21,9,4,1,1.628571429,Low
9806,28,19,2,9,-1.728571429,Low
9807,22,10,1,6,-0.136363636,Low
9808,26,19,9,9,1.853846154,Low
9812,22,16,2,8,-0.836363636,Low
9815,16,16,5,8,1.175,Low
9817,12,15,2,1,0.5,Low
9818,17,18,7,5,1.664705882,Low
9819,28,18,1,8,-2.028571429,Low
9820,15,12,3,7,1.1,Low
9824,16,10,4,1,1.875,Low
9825,27,13,2,6,-0.488888889,Low
9829,16,18,6,7,1.275,Low
9831,21,17,2,6,-0.971428571,Low
9832,24,10,2,4,0.25,Low
9838,19,6,2,8,1.378947368,Low
9840,23,12,4,4,0.904347826,Low
9841,18,4,2,4,1.866666667,Low
9852,21,19,2,5,-1.371428571,Low
9854,25,3,1,1,1.1,Low
9858,13,10,1,1,0.807692308,Low
9859,27,19,5,1,-0.188888889,Low
9861,27,6,2,8,0.911111111,Low
9862,26,4,2,3,1.353846154,Low
9866,23,7,3,3,1.404347826,Low
9867,23,5,1,8,0.804347826,Low
9868,21,12,1,3,-0.471428571,Low
9870,18,12,4,8,1.266666667,Low
9873,24,5,3,8,1.75,Low
9878,20,10,3,7,1,Low
9881,20,12,4,5,1.1,Low
9888,9,16,1,5,0.633333333,Low
9890,24,15,5,9,0.75,Low
9891,25,19,6,7,0.4,Low
9897,15,5,2,6,2,Low
9898,14,16,3,3,0.442857143,Low
9902,29,8,4,4,1.434482759,Low
9903,14,14,3,6,0.842857143,Low
9905,27,15,3,1,-0.388888889,Low
9909,20,18,3,9,-0.6,Low
9911,26,3,1,1,1.053846154,Low
9912,11,10,2,8,1.727272727,Low
9915,26,17,2,5,-1.246153846,Low
9916,24,17,2,7,-1.15,Low
9917,16,12,1,3,-0.025,Low
9921,13,16,3,5,0.607692308,Low
9929,14,9,1,4,0.842857143,Low
9934,18,15,3,8,0.166666667,Low
9937,16,18,6,6,1.275,Low
9938,15,13,4,1,1.4,Low
9944,16,12,2,7,0.475,Low
9949,27,8,1,8,0.011111111,Low
9952,23,16,1,9,-1.395652174,Low
9953,26,7,1,2,0.253846154,Low
9959,13,8,1,7,1.207692308,Low
9962,11,11,1,1,1.027272727,Low
9967,19,13,1,1,-0.521052632,Low
9970,14,14,4,8,1.342857143,Low
9971,18,6,3,7,1.966666667,Low
9976,7,17,2,8,1.885714286,Low
9977,11,18,2,2,0.127272727,Low
9978,29,19,5,5,-0.265517241,Low
9980,17,2,1,1,1.864705882,Low
9981,6,19,1,3,1.7,Low
9984,29,16,4,5,-0.165517241,Low
9985,24,14,6,3,1.45,Low
9989,21,5,2,7,1.428571429,Low
9994,28,11,4,5,0.871428571,Low
9995,24,13,3,6,0.15,Low
9996,29,12,6,7,1.634482759,Low
9998,22,12,2,7,-0.036363636,Low
10001,28,18,4,1,-0.528571429,Low
10004,13,11,1,5,0.607692308,Low
10005,17,13,2,4,0.164705882,Low
10009,12,15,5,4,2,Low
10010,26,12,3,5,0.253846154,Low
10012,22,6,3,7,1.663636364,Low
10016,18,6,3,6,1.966666667,Low
10019,17,18,4,1,0.164705882,Low
10020,14,7,1,3,1.242857143,Low
10022,8,12,1,7,1.85,Low
10024,7,15,1,4,1.785714286,Low
10025,19,19,6,4,0.778947368,Low
10029,14,9,2,6,1.342857143,Low
10035,18,12,4,9,1.266666667,Low
10036,12,19,4,5,0.7,Low
10037,18,16,5,6,0.966666667,Low
10043,11,19,2,8,-0.072727273,Low
10047,16,2,1,5,1.975,Low
10048,9,18,3,1,1.233333333,Low
10050,28,7,1,9,0.171428571,Low
10051,24,13,6,8,1.65,Low
10062,24,6,2,3,1.05,Low
10065,21,15,1,7,-1.071428571,Low
10076,15,10,4,1,2,Low
10097,23,13,4,8,0.704347826,Low
10099,17,19,2,6,-1.035294118,Low
10101,27,16,7,9,1.411111111,Low
10106,19,18,2,5,-1.021052632,Low
10107,23,12,3,2,0.404347826,Low
10108,11,16,3,9,1.027272727,Low
10110,12,17,4,9,1.1,Low
10111,14,17,6,9,1.742857143,Low
10112,26,7,2,1,0.753846154,Low
10113,27,13,3,9,0.011111111,Low
10114,19,13,6,7,1.978947368,Low
10119,17,15,5,6,1.264705882,Low
10121,16,17,5,1,0.975,Low
10133,14,15,1,9,-0.357142857,Low
10134,17,6,1,2,1.064705882,Low
10135,19,18,7,5,1.478947368,Low
10138,9,18,2,4,0.733333333,Low
10140,22,14,1,7,-0.936363636,Low
10141,24,11,4,2,1.05,Low
10144,15,16,6,5,1.8,Low
10155,27,19,7,6,0.811111111,Low
10165,27,14,6,8,1.311111111,Low
10166,12,16,1,8,-0.2,Low
10168,24,14,6,2,1.45,Low
10174,17,13,4,2,1.164705882,Low
10178,20,19,5,9,0.2,Low
10180,20,15,2,5,-0.5,Low
10181,25,18,6,6,0.6,Low
10183,12,18,5,6,1.4,Low
10184,25,11,5,2,1.5,Low
10185,21,8,3,7,1.328571429,Low
10187,15,13,1,3,-0.1,Low
10189,8,17,2,3,1.35,Low
10198,15,19,2,8,-0.8,Low
10202,16,11,3,5,1.175,Low
10215,15,3,1,3,1.9,Low
10218,17,13,5,9,1.664705882,Low
10226,25,7,3,3,1.3,Low
10229,24,9,2,5,0.45,Low
10232,27,8,4,6,1.511111111,Low
10233,27,18,1,9,-1.988888889,Low
10234,26,12,1,8,-0.746153846,Low
10235,21,17,3,5,-0.471428571,Low
10240,8,12,1,1,1.85,Low
10241,22,3,2,5,1.763636364,Low
10242,16,14,5,3,1.575,Low
10243,21,19,8,4,1.628571429,Low
10244,27,5,2,7,1.111111111,Low
10247,25,9,2,9,0.4,Low
10249,20,13,1,5,-0.6,Low
10251,25,12,5,6,1.3,Low
10254,24,14,3,3,-0.05,Low
10256,10,15,3,6,1.5,Low
10259,18,9,1,9,0.366666667,Low
10260,12,15,4,6,1.5,Low
10265,19,12,4,2,1.178947368,Low
10268,29,6,2,5,0.834482759,Low
10269,19,17,1,9,-1.321052632,Low
10274,19,8,2,1,0.978947368,Low
10277,19,8,4,7,1.978947368,Low
10279,28,19,6,1,0.271428571,Low
10285,13,16,4,3,1.107692308,Low
10290,20,14,4,9,0.7,Low
10292,12,14,4,9,1.7,Low
10295,27,2,2,9,1.711111111,Low
10297,17,16,6,6,1.564705882,Low
10298,17,4,2,9,1.964705882,Low
10301,22,11,5,3,1.663636364,Low
10303,26,6,3,2,1.453846154,Low
10306,25,16,8,1,2,Low
10308,24,19,5,9,-0.05,Low
10310,28,16,7,8,1.371428571,Low
10316,14,5,1,6,1.642857143,Low
10318,22,4,1,1,1.063636364,Low
10322,18,10,3,8,1.166666667,Low
10330,17,19,7,9,1.464705882,Low
10338,25,2,1,8,1.3,Low
10347,26,1,2,2,1.953846154,Low
10348,23,7,3,6,1.404347826,Low
10349,15,16,2,7,-0.2,Low
10350,29,19,8,9,1.234482759,Low
10351,24,5,3,9,1.75,Low
10353,28,12,3,1,0.171428571,Low
10359,23,17,4,9,-0.095652174,Low
10360,18,14,2,1,-0.133333333,Low
10361,14,15,5,4,1.642857143,Low
10363,17,12,1,2,-0.135294118,Low
10365,20,5,1,1,1,Low
10366,13,18,4,3,0.707692308,Low
10371,12,18,4,1,0.9,Low
10374,29,6,4,4,1.834482759,Low
10376,26,10,4,9,1.153846154,Low
10386,16,14,3,3,0.575,Low
10387,29,19,1,1,-2.265517241,Low
10390,24,15,3,9,-0.25,Low
10392,29,18,8,8,1.434482759,Low
10393,26,15,6,3,1.153846154,Low
10400,25,8,4,5,1.6,Low
10401,23,14,5,4,1.004347826,Low
10402,20,16,7,1,1.8,Low
10403,25,4,1,6,0.9,Low
10405,16,17,6,7,1.475,Low
10408,25,13,2,4,-0.4,Low
10409,16,17,6,2,1.475,Low
10410,10,17,1,8,0.1,Low
10421,17,11,3,5,1.064705882,Low
10433,19,12,1,3,-0.321052632,Low
10434,23,11,1,3,-0.395652174,Low
10435,12,16,1,1,-0.2,Low
10439,27,3,1,1,1.011111111,Low
10442,23,17,5,7,0.404347826,Low
10446,16,8,1,3,0.775,Low
10448,29,15,3,2,-0.465517241,Low
10450,20,13,3,2,0.4,Low
10451,25,6,1,2,0.5,Low
10452,29,15,7,8,1.534482759,Low
10454,22,15,1,5,-1.136363636,Low
10456,27,10,3,7,0.611111111,Low
10459,13,10,3,7,1.807692308,Low
10461,17,14,1,2,-0.535294118,Low
10467,13,15,3,1,0.807692308,Low
10473,22,14,4,2,0.563636364,Low
10477,15,9,1,9,0.7,Low
10481,24,15,3,1,-0.25,Low
10483,27,1,1,6,1.411111111,Low
10488,15,15,4,4,1,Low
10490,14,14,3,8,0.842857143,Low
10491,20,10,3,5,1,Low
10492,29,5,3,2,1.534482759,Low
10498,22,7,4,9,1.963636364,Low
10500,18,3,1,4,1.566666667,Low
10501,29,16,8,8,1.834482759,Low
10502,27,8,3,5,1.011111111,Low
10507,10,15,4,2,2,Low
10508,19,11,1,2,-0.121052632,Low
10510,26,9,3,6,0.853846154,Low
10512,15,11,3,3,1.3,Low
10519,21,16,1,6,-1.271428571,Low
10521,8,15,1,9,1.25,Low
10522,27,6,1,7,0.411111111,Low
10524,24,19,9,1,1.95,Low
10526,10,14,3,6,1.7,Low
10532,29,5,1,2,0.534482759,Low
10536,23,16,3,8,-0.395652174,Low
10537,23,4,1,1,1.004347826,Low
10542,28,17,6,6,0.671428571,Low
10546,22,12,6,9,1.963636364,Low
10547,15,17,4,7,0.6,Low
10554,21,4,1,2,1.128571429,Low
10563,8,17,1,6,0.85,Low
10564,29,13,2,2,-0.565517241,Low
10568,20,19,1,1,-1.8,Low
10569,20,14,6,4,1.7,Low
10570,19,5,1,7,1.078947368,Low
10571,28,19,1,9,-2.228571429,Low
10573,28,7,1,1,0.171428571,Low
10575,14,17,1,5,-0.757142857,Low
10579,29,15,2,6,-0.965517241,Low
10580,28,19,5,1,-0.228571429,Low
10582,28,14,1,4,-1.228571429,Low
10583,19,12,3,1,0.678947368,Low
10584,22,17,7,9,1.463636364,Low
10588,17,12,2,3,0.364705882,Low
10592,15,17,1,3,-0.9,Low
10597,11,19,1,6,-0.572727273,Low
10598,13,13,1,2,0.207692308,Low
10599,15,13,2,7,0.4,Low
10601,15,5,1,6,1.5,Low
10602,25,13,6,6,1.6,Low
10604,28,16,3,3,-0.628571429,Low
10605,12,9,2,9,1.7,Low
10606,20,5,3,4,2,Low
10608,20,3,1,8,1.4,Low
10611,19,14,3,2,0.278947368,Low
10613,13,18,6,4,1.707692308,Low
10614,23,18,6,1,0.704347826,Low
10615,17,19,1,9,-1.535294118,Low
10618,15,11,1,9,0.3,Low
10626,15,19,1,3,-1.3,Low
10628,28,8,3,8,0.971428571,Low
10633,27,1,1,8,1.411111111,Low
10635,23,18,7,2,1.204347826,Low
10638,12,13,4,3,1.9,Low
10640,19,9,3,3,1.278947368,Low
10642,26,15,5,4,0.653846154,Low
10645,22,16,3,4,-0.336363636,Low
10647,19,6,2,2,1.378947368,Low
10650,14,19,3,3,-0.157142857,Low
10651,25,9,5,6,1.9,Low
10652,24,5,2,8,1.25,Low
10653,11,17,3,8,0.827272727,Low
10656,17,19,5,2,0.464705882,Low
10661,15,14,3,8,0.7,Low
10662,9,15,1,4,0.833333333,Low
10665,18,15,3,6,0.166666667,Low
10666,29,16,3,4,-0.665517241,Low
10668,21,15,5,6,0.928571429,Low
10669,26,18,3,2,-0.946153846,Low
10673,21,10,4,7,1.428571429,Low
10676,13,19,1,7,-0.992307692,Low
10680,22,18,1,8,-1.736363636,Low
10682,28,15,7,1,1.571428571,Low
10683,20,19,1,9,-1.8,Low
10684,19,3,2,6,1.978947368,Low
10686,20,11,2,1,0.3,Low
10690,15,12,3,2,1.1,Low
10696,23,13,1,4,-0.795652174,Low
10697,27,14,4,9,0.311111111,Low
10700,24,4,3,6,1.95,Low
10710,20,9,4,4,1.7,Low
10712,22,9,3,7,1.063636364,Low
10715,16,6,2,8,1.675,Low
10717,25,2,1,1,1.3,Low
10719,26,15,4,2,0.153846154,Low
10726,16,16,1,5,-0.825,Low
10728,17,5,2,4,1.764705882,Low
10740,26,14,6,9,1.353846154,Low
10741,19,14,3,1,0.278947368,Low
10745,15,10,3,8,1.5,Low
10748,17,9,1,2,0.464705882,Low
10751,25,15,3,7,-0.3,Low
10752,27,17,4,3,-0.288888889,Low
10756,25,18,4,7,-0.4,Low
10758,23,16,7,9,1.604347826,Low
10759,28,18,7,7,0.971428571,Low
10761,20,18,7,7,1.4,Low
10763,24,18,2,8,-1.35,Low
10766,12,17,5,9,1.6,Low
10771,13,14,2,3,0.507692308,Low
10772,15,16,2,3,-0.2,Low
10773,12,15,5,1,2,Low
10775,14,12,4,6,1.742857143,Low
10777,16,11,1,3,0.175,Low
10781,12,18,2,6,-0.1,Low
10783,29,8,2,6,0.434482759,Low
10784,24,7,4,6,1.85,Low
10786,22,19,6,4,0.563636364,Low
10787,18,14,5,7,1.366666667,Low
10788,14,13,4,8,1.542857143,Low
10790,21,16,4,8,0.228571429,Low
10791,19,16,6,7,1.378947368,Low
10794,27,5,1,4,0.611111111,Low
10795,19,16,1,4,-1.121052632,Low
10800,13,16,2,8,0.107692308,Low
10806,21,9,1,6,0.128571429,Low
10808,19,11,5,2,1.878947368,Low
10809,26,15,4,2,0.153846154,Low
