task_id,deadline_days,effort,impact,workload,priority_score,priority_label
6872,14,13,6,6,2.542857143,Medium
6875,27,14,9,9,2.811111111,Medium
6878,28,9,6,2,2.271428571,Medium
6879,8,11,6,6,4.55,Medium
6880,14,14,7,1,2.842857143,Medium
6881,9,8,3,6,3.233333333,Medium
6882,14,3,2,1,2.542857143,Medium
6887,9,14,6,4,3.533333333,Medium
6890,27,7,6,2,2.711111111,Medium
6892,13,12,7,7,3.407692308,Medium
6893,6,15,6,5,5,Medium
6896,24,1,5,8,3.55,Medium
6899,8,3,1,3,3.65,Medium
6900,21,9,5,5,2.128571429,Medium
6901,22,10,9,9,3.863636364,Medium
6902,24,7,7,7,3.35,Medium
6904,28,12,9,5,3.171428571,Medium
6908,28,3,4,5,2.471428571,Medium
6909,20,16,9,4,2.8,Medium
6912,24,1,4,9,3.05,Medium
6913,20,7,6,9,3.1,Medium
6922,19,1,2,3,2.378947368,Medium
6926,12,2,2,5,3.1,Medium
6928,14,4,5,2,3.842857143,Medium
6936,26,6,6,5,2.953846154,Medium
6938,24,2,6,6,3.85,Medium
6940,24,6,8,2,4.05,Medium
6942,8,6,4,6,4.55,Medium
6943,19,8,5,3,2.478947368,Medium
6945,18,4,8,1,4.866666667,Medium
6947,13,4,6,2,4.507692308,Medium
6948,25,15,8,7,2.2,Medium
6950,21,7,5,2,2.528571429,Medium
6951,6,17,5,9,4.1,Medium
6952,17,8,8,1,4.164705882,Medium
6956,21,1,7,9,4.728571429,Medium
6961,23,6,8,6,4.104347826,Medium
6966,14,9,8,7,4.342857143,Medium
6972,17,8,9,7,4.664705882,Medium
6973,28,14,9,3,2.771428571,Medium
6974,12,19,9,7,3.2,Medium
6978,26,4,5,2,2.853846154,Medium
6981,18,11,6,3,2.466666667,Medium
6985,19,7,4,8,2.178947368,Medium
6988,9,7,4,7,3.933333333,Medium
6989,14,7,4,5,2.742857143,Medium
6991,15,9,6,8,3.2,Medium
6996,7,8,4,7,4.685714286,Medium
6999,10,10,6,1,4,Medium
7002,23,8,9,4,4.204347826,Medium
7004,22,6,5,2,2.663636364,Medium
7005,25,10,8,1,3.2,Medium
7010,12,3,6,4,4.9,Medium
7013,19,5,5,9,3.078947368,Medium
7014,27,5,8,4,4.111111111,Medium
7015,26,8,5,5,2.053846154,Medium
7016,7,6,3,9,4.585714286,Medium
7017,26,7,9,6,4.253846154,Medium
7018,13,3,3,6,3.207692308,Medium
7019,17,8,9,5,4.664705882,Medium
7021,16,15,8,8,2.875,Medium
7023,16,9,8,7,4.075,Medium
7024,14,10,4,3,2.142857143,Medium
7030,19,6,9,2,4.878947368,Medium
7034,12,10,7,3,4,Medium
7035,12,9,4,7,2.7,Medium
7036,27,5,8,8,4.111111111,Medium
7038,23,15,9,4,2.804347826,Medium
7039,6,19,4,5,3.2,Medium
7040,13,11,7,4,3.607692308,Medium
7045,10,2,3,6,4.1,Medium
7046,21,8,7,5,3.328571429,Medium
7047,10,18,6,3,2.4,Medium
7051,24,7,5,3,2.35,Medium
7052,15,6,3,3,2.3,Medium
7053,25,3,7,6,4.1,Medium
7054,14,14,7,3,2.842857143,Medium
7056,6,13,4,5,4.4,Medium
7060,11,5,4,3,3.727272727,Medium
7061,17,5,6,8,3.764705882,Medium
7062,8,12,4,7,3.35,Medium
7063,23,3,3,6,2.204347826,Medium
7067,19,8,7,7,3.478947368,Medium
7069,27,12,7,4,2.211111111,Medium
7070,27,3,5,2,3.011111111,Medium
7071,22,1,7,6,4.663636364,Medium
7072,23,7,8,5,3.904347826,Medium
7073,17,5,6,3,3.764705882,Medium
7074,12,14,6,1,2.7,Medium
7078,17,3,5,2,3.664705882,Medium
7082,19,11,8,2,3.378947368,Medium
7089,23,8,6,3,2.704347826,Medium
7090,11,10,4,2,2.727272727,Medium
7092,25,9,8,8,3.4,Medium
7095,12,10,9,1,5,Medium
7099,28,2,5,6,3.171428571,Medium
7100,29,8,7,1,2.934482759,Medium
7101,11,6,1,7,2.027272727,Medium
7103,25,18,9,7,2.1,Medium
7105,22,3,4,2,2.763636364,Medium
7107,16,9,9,4,4.575,Medium
7112,13,5,4,1,3.307692308,Medium
7119,15,17,7,7,2.1,Medium
7122,10,11,4,7,2.8,Medium
7130,12,15,9,8,4,Medium
7131,8,6,3,6,4.05,Medium
7133,28,3,4,4,2.471428571,Medium
7136,29,7,8,7,3.634482759,Medium
7138,11,6,6,4,4.527272727,Medium
7139,11,15,8,7,3.727272727,Medium
7141,12,16,7,9,2.8,Medium
7143,25,6,5,8,2.5,Medium
7144,9,7,5,5,4.433333333,Medium
7148,10,5,1,7,2.5,Medium
7156,14,6,7,3,4.442857143,Medium
7160,10,12,6,6,3.6,Medium
7161,28,12,8,2,2.671428571,Medium
7167,24,3,4,2,2.65,Medium
7169,7,15,5,2,3.785714286,Medium
7171,18,3,2,9,2.066666667,Medium
7172,16,6,3,7,2.175,Medium
7177,23,10,6,3,2.304347826,Medium
7180,8,17,4,4,2.35,Medium
7181,5,18,3,7,3.9,Medium
7184,12,17,7,8,2.6,Medium
7187,27,12,9,4,3.211111111,Medium
7188,21,8,7,1,3.328571429,Medium
7194,15,10,5,9,2.5,Medium
7198,9,7,4,8,3.933333333,Medium
7199,16,1,2,8,2.675,Medium
7201,18,6,6,9,3.466666667,Medium
7203,11,13,9,5,4.627272727,Medium
7207,22,4,5,7,3.063636364,Medium
7209,20,10,9,1,4,Medium
7218,9,11,7,1,4.633333333,Medium
7220,8,15,6,5,3.75,Medium
7221,9,9,5,5,4.033333333,Medium
7222,14,5,4,4,3.142857143,Medium
7225,11,18,9,3,3.627272727,Medium
7226,25,4,4,3,2.4,Medium
7231,16,12,7,5,2.975,Medium
7232,19,14,8,2,2.778947368,Medium
7239,10,7,2,4,2.6,Medium
7242,10,16,5,9,2.3,Medium
7244,25,3,7,5,4.1,Medium
7246,12,10,5,9,3,Medium
7247,19,3,4,8,2.978947368,Medium
7257,9,15,9,2,4.833333333,Medium
7259,8,2,3,8,4.85,Medium
7260,28,14,9,7,2.771428571,Medium
7266,8,19,8,2,3.95,Medium
7268,6,15,2,9,3,Medium
7269,23,8,6,2,2.704347826,Medium
7270,10,11,3,1,2.3,Medium
7272,15,9,7,4,3.7,Medium
7274,19,13,8,6,2.978947368,Medium
7283,23,6,8,7,4.104347826,Medium
7285,19,5,4,4,2.578947368,Medium
7287,11,7,5,9,3.827272727,Medium
7290,25,10,9,3,3.7,Medium
7292,13,14,7,8,3.007692308,Medium
7295,17,15,9,3,3.264705882,Medium
7296,16,10,6,9,2.875,Medium
7297,25,1,8,8,5,Medium
7298,27,1,4,9,2.911111111,Medium
7299,7,6,1,2,3.585714286,Medium
7303,7,14,6,9,4.485714286,Medium
7304,5,13,2,6,4.4,Medium
7305,11,12,7,4,3.827272727,Medium
7308,25,13,8,9,2.6,Medium
7310,14,7,4,6,2.742857143,Medium
7316,9,15,7,5,3.833333333,Medium
7318,17,13,7,4,2.664705882,Medium
7320,12,13,9,7,4.4,Medium
7322,21,15,8,7,2.428571429,Medium
7323,10,18,8,4,3.4,Medium
7326,17,3,6,4,4.164705882,Medium
7328,29,13,8,8,2.434482759,Medium
7333,11,4,3,6,3.427272727,Medium
7343,13,7,8,3,4.907692308,Medium
7345,9,5,5,9,4.833333333,Medium
7347,20,6,9,2,4.8,Medium
7349,24,6,4,3,2.05,Medium
7351,11,11,8,6,4.527272727,Medium
7355,16,7,6,4,3.475,Medium
7361,21,7,8,5,4.028571429,Medium
7363,18,13,8,4,3.066666667,Medium
7368,14,9,8,8,4.342857143,Medium
7369,16,14,7,8,2.575,Medium
7371,23,8,9,5,4.204347826,Medium
7372,27,5,4,2,2.111111111,Medium
7376,19,4,8,8,4.778947368,Medium
7381,10,6,3,4,3.3,Medium
7383,22,14,8,9,2.563636364,Medium
7385,13,9,5,8,3.007692308,Medium
7386,26,12,7,8,2.253846154,Medium
7391,26,1,7,7,4.453846154,Medium
7392,16,12,8,4,3.475,Medium
7393,21,8,6,1,2.828571429,Medium
7394,26,7,6,7,2.753846154,Medium
7395,26,8,5,2,2.053846154,Medium
7401,18,18,9,3,2.566666667,Medium
7404,11,12,7,1,3.827272727,Medium
7405,12,11,4,3,2.3,Medium
7406,25,2,4,4,2.8,Medium
7409,22,2,3,6,2.463636364,Medium
7412,23,6,5,8,2.604347826,Medium
7415,13,4,1,9,2.007692308,Medium
7416,24,7,8,6,3.85,Medium
7419,21,10,9,9,3.928571429,Medium
7420,5,17,2,7,3.6,Medium
7423,18,7,6,5,3.266666667,Medium
7426,25,11,9,7,3.5,Medium
7431,23,7,6,1,2.904347826,Medium
7432,27,12,9,9,3.211111111,Medium
7433,26,3,6,5,3.553846154,Medium
7434,29,7,6,3,2.634482759,Medium
7435,8,8,4,8,4.15,Medium
7436,28,10,6,7,2.071428571,Medium
7439,13,9,5,6,3.007692308,Medium
7446,12,1,2,1,3.3,Medium
7448,11,19,8,8,2.927272727,Medium
7451,8,8,2,9,3.15,Medium
7452,23,4,6,4,3.504347826,Medium
7453,23,4,7,2,4.004347826,Medium
7455,13,2,3,7,3.407692308,Medium
7456,16,15,7,3,2.375,Medium
7458,15,1,1,5,2.3,Medium
7459,23,5,4,6,2.304347826,Medium
7466,12,7,5,3,3.6,Medium
7467,25,8,6,8,2.6,Medium
7468,11,7,7,7,4.827272727,Medium
7472,14,15,8,7,3.142857143,Medium
7473,27,2,5,1,3.211111111,Medium
7474,7,18,4,7,2.685714286,Medium
7475,26,4,9,6,4.853846154,Medium
7476,27,1,5,7,3.411111111,Medium
7479,14,15,7,7,2.642857143,Medium
7481,16,9,8,4,4.075,Medium
7485,9,7,1,4,2.433333333,Medium
7486,23,1,2,7,2.104347826,Medium
7487,16,14,8,8,3.075,Medium
7489,8,18,8,9,4.15,Medium
7490,18,14,7,5,2.366666667,Medium
7491,22,9,7,4,3.063636364,Medium
7494,16,2,2,5,2.475,Medium
7495,17,14,8,5,2.964705882,Medium
7496,19,6,7,5,3.878947368,Medium
7497,7,11,5,2,4.585714286,Medium
7498,28,7,9,8,4.171428571,Medium
7500,14,2,1,7,2.242857143,Medium
7503,27,10,6,3,2.111111111,Medium
7505,20,11,7,7,2.8,Medium
7507,7,18,5,2,3.185714286,Medium
7511,12,7,3,1,2.6,Medium
7512,13,5,4,6,3.307692308,Medium
7513,19,8,6,9,2.978947368,Medium
7518,20,3,8,5,4.9,Medium
7521,26,3,3,7,2.053846154,Medium
7528,8,13,7,1,4.65,Medium
7529,12,10,8,4,4.5,Medium
7531,8,15,4,4,2.75,Medium
7534,6,18,7,8,4.9,Medium
7535,5,18,4,3,4.4,Medium
7536,12,13,6,9,2.9,Medium
7537,25,6,8,3,4,Medium
7538,7,3,1,8,4.185714286,Medium
7539,8,7,5,4,4.85,Medium
7542,26,12,9,8,3.253846154,Medium
7547,15,15,8,3,3,Medium
7550,25,4,5,7,2.9,Medium
7553,10,7,2,2,2.6,Medium
7554,20,8,7,2,3.4,Medium
7556,6,13,3,1,3.9,Medium
7560,28,7,7,6,3.171428571,Medium
7561,5,10,1,5,4.5,Medium
7562,10,6,2,4,2.8,Medium
7564,26,1,7,8,4.453846154,Medium
7566,10,9,4,8,3.2,Medium
7567,6,9,2,4,4.2,Medium
7568,18,1,6,9,4.466666667,Medium
7570,22,9,9,7,4.063636364,Medium
7572,14,14,6,1,2.342857143,Medium
7573,13,10,7,5,3.807692308,Medium
7574,18,12,9,5,3.766666667,Medium
7575,18,10,8,9,3.666666667,Medium
7577,20,9,8,8,3.7,Medium
7582,29,17,9,9,2.134482759,Medium
7583,6,13,4,3,4.4,Medium
7591,12,9,7,1,4.2,Medium
7592,7,18,5,4,3.185714286,Medium
7593,21,3,7,1,4.328571429,Medium
7595,11,7,6,5,4.327272727,Medium
7600,5,10,1,3,4.5,Medium
7601,8,10,2,9,2.75,Medium
7604,13,4,6,1,4.507692308,Medium
7605,25,5,4,9,2.2,Medium
7609,27,3,6,8,3.511111111,Medium
7612,15,1,4,2,3.8,Medium
7613,21,14,8,3,2.628571429,Medium
7615,26,9,6,4,2.353846154,Medium
7616,11,13,8,9,4.127272727,Medium
7617,5,18,5,1,4.9,Medium
7618,25,7,9,1,4.3,Medium
7619,15,12,5,1,2.1,Medium
7620,20,7,5,8,2.6,Medium
7621,15,6,5,9,3.3,Medium
7623,9,18,7,5,3.233333333,Medium
7625,29,5,4,4,2.034482759,Medium
7634,21,6,9,3,4.728571429,Medium
7635,11,16,8,8,3.527272727,Medium
7639,15,10,7,9,3.5,Medium
7641,6,11,3,4,4.3,Medium
7642,21,8,9,7,4.328571429,Medium
7643,27,8,8,9,3.511111111,Medium
7648,12,1,1,2,2.8,Medium
7652,17,13,9,4,3.664705882,Medium
7653,8,9,2,9,2.95,Medium
7654,8,11,2,1,2.55,Medium
7661,7,12,1,7,2.385714286,Medium
7663,6,18,3,8,2.9,Medium
7665,22,10,7,1,2.863636364,Medium
7667,14,5,7,1,4.642857143,Medium
7668,23,5,7,2,3.804347826,Medium
7671,14,1,2,4,2.942857143,Medium
7676,12,6,6,6,4.3,Medium
7677,24,4,7,1,3.95,Medium
7680,24,9,6,7,2.45,Medium
7681,15,13,6,4,2.4,Medium
7683,15,11,8,5,3.8,Medium
7688,7,16,7,7,4.585714286,Medium
7691,21,17,9,5,2.528571429,Medium
7692,23,5,6,6,3.304347826,Medium
7693,23,19,9,9,2.004347826,Medium
7703,16,1,4,8,3.675,Medium
7705,25,1,5,8,3.5,Medium
7707,14,5,4,7,3.142857143,Medium
7710,4,15,1,3,5,Medium
7713,15,9,7,7,3.7,Medium
7714,9,19,9,2,4.033333333,Medium
7719,20,6,5,3,2.8,Medium
7720,17,1,2,8,2.564705882,Medium
7721,24,14,9,6,2.95,Medium
7724,15,9,6,4,3.2,Medium
7733,12,17,8,2,3.1,Medium
7739,27,10,7,3,2.611111111,Medium
7745,26,7,6,1,2.753846154,Medium
7751,9,7,2,2,2.933333333,Medium
7752,23,12,7,9,2.404347826,Medium
7753,5,19,1,8,2.7,Medium
7754,26,13,7,1,2.053846154,Medium
7755,7,5,1,2,3.785714286,Medium
7756,12,13,9,7,4.4,Medium
7757,27,5,9,7,4.611111111,Medium
7760,21,1,7,1,4.728571429,Medium
7761,16,6,6,2,3.675,Medium
7765,10,14,4,1,2.2,Medium
7766,17,7,5,7,2.864705882,Medium
7768,9,2,3,9,4.433333333,Medium
7772,17,8,4,4,2.164705882,Medium
7774,13,3,5,4,4.207692308,Medium
7775,29,11,8,5,2.834482759,Medium
7776,8,2,1,3,3.85,Medium
7777,11,7,6,9,4.327272727,Medium
7778,18,7,7,9,3.766666667,Medium
7781,20,2,3,1,2.6,Medium
7784,13,11,8,4,4.107692308,Medium
7785,14,19,8,9,2.342857143,Medium
7788,10,2,1,2,3.1,Medium
7791,10,6,6,9,4.8,Medium
7792,15,5,4,5,3,Medium
7793,24,8,5,6,2.15,Medium
7795,10,12,4,8,2.6,Medium
7801,9,9,5,2,4.033333333,Medium
7804,13,6,7,2,4.607692308,Medium
7807,20,8,5,6,2.4,Medium
7808,28,5,7,8,3.571428571,Medium
7809,18,10,7,4,3.166666667,Medium
7810,16,10,6,8,2.875,Medium
7812,14,12,5,8,2.242857143,Medium
7818,20,3,5,4,3.4,Medium
7822,16,13,9,9,3.775,Medium
7824,15,15,7,6,2.5,Medium
7825,20,10,6,8,2.5,Medium
7830,16,10,5,1,2.375,Medium
7833,29,10,9,1,3.534482759,Medium
7834,14,17,8,4,2.742857143,Medium
7835,9,11,4,6,3.133333333,Medium
7839,12,6,7,9,4.8,Medium
7841,15,3,4,7,3.4,Medium
7842,16,6,5,9,3.175,Medium
7843,13,14,5,8,2.007692308,Medium
7844,13,11,4,4,2.107692308,Medium
7845,18,11,6,4,2.466666667,Medium
7846,11,10,4,4,2.727272727,Medium
7848,23,5,8,3,4.304347826,Medium
7849,6,11,1,2,3.3,Medium
7853,29,8,7,4,2.934482759,Medium
7856,12,9,3,7,2.2,Medium
7861,22,4,4,4,2.563636364,Medium
7862,28,3,5,4,2.971428571,Medium
7864,7,7,1,9,3.385714286,Medium
7865,14,8,3,6,2.042857143,Medium
7866,22,5,5,4,2.863636364,Medium
7867,18,5,5,6,3.166666667,Medium
7868,18,7,6,5,3.266666667,Medium
7869,20,2,4,3,3.1,Medium
7872,15,8,5,1,2.9,Medium
7874,8,17,5,2,2.85,Medium
7876,8,19,7,8,3.45,Medium
7879,5,18,1,2,2.9,Medium
7880,10,17,9,9,4.1,Medium
7882,12,4,1,3,2.2,Medium
7883,22,14,9,4,3.063636364,Medium
7884,19,10,8,3,3.578947368,Medium
7891,19,5,8,1,4.578947368,Medium
7892,27,6,7,4,3.411111111,Medium
7894,28,7,6,1,2.671428571,Medium
7895,23,4,7,9,4.004347826,Medium
7902,19,5,3,5,2.078947368,Medium
7904,25,3,8,9,4.6,Medium
7905,6,14,2,4,3.2,Medium
7915,28,5,8,9,4.071428571,Medium
7916,7,15,3,3,2.785714286,Medium
7917,5,18,4,7,4.4,Medium
7920,15,12,5,8,2.1,Medium
7921,9,8,1,8,2.233333333,Medium
7924,20,9,7,3,3.2,Medium
7925,7,7,3,6,4.385714286,Medium
7926,20,14,8,9,2.7,Medium
7927,21,5,6,6,3.428571429,Medium
7929,17,4,3,9,2.464705882,Medium
7933,10,6,6,6,4.8,Medium
7934,23,4,6,1,3.504347826,Medium
7935,20,4,5,9,3.2,Medium
7938,29,1,4,6,2.834482759,Medium
7943,26,3,6,6,3.553846154,Medium
7945,10,8,7,6,4.9,Medium
7951,25,12,8,6,2.8,Medium
7952,9,12,6,5,3.933333333,Medium
7955,25,2,7,8,4.3,Medium
7962,9,8,1,7,2.233333333,Medium
7970,10,4,5,4,4.7,Medium
7971,26,7,8,5,3.753846154,Medium
7972,14,4,7,1,4.842857143,Medium
7976,13,15,8,6,3.307692308,Medium
7981,27,3,6,5,3.511111111,Medium
7983,26,1,8,6,4.953846154,Medium
7984,7,19,9,9,4.985714286,Medium
7985,29,8,6,9,2.434482759,Medium
7988,25,3,4,8,2.6,Medium
7990,14,8,6,5,3.542857143,Medium
7992,5,15,2,7,4,Medium
7993,17,9,9,6,4.464705882,Medium
7998,24,11,8,1,3.05,Medium
7999,5,8,1,7,4.9,Medium
8007,8,16,8,2,4.55,Medium
8008,19,15,8,5,2.578947368,Medium
8009,24,7,6,9,2.85,Medium
8012,5,11,1,5,4.3,Medium
8016,18,6,5,7,2.966666667,Medium
8017,16,4,7,7,4.575,Medium
8018,25,2,5,3,3.3,Medium
8021,6,19,3,9,2.7,Medium
8028,27,6,9,7,4.411111111,Medium
8030,19,3,3,9,2.478947368,Medium
8032,20,12,6,8,2.1,Medium
8033,26,2,3,6,2.253846154,Medium
8034,15,5,5,5,3.5,Medium
8039,10,5,2,8,3,Medium
8040,7,1,1,4,4.585714286,Medium
8042,13,18,9,6,3.207692308,Medium
8044,26,6,8,2,3.953846154,Medium
8045,22,13,9,8,3.263636364,Medium
8047,21,3,8,4,4.828571429,Medium
8049,18,7,5,4,2.766666667,Medium
8052,23,3,5,8,3.204347826,Medium
8053,22,6,6,9,3.163636364,Medium
8054,7,15,5,3,3.785714286,Medium
8056,14,13,7,5,3.042857143,Medium
8058,9,17,8,4,3.933333333,Medium
8059,12,14,8,3,3.7,Medium
8062,21,14,9,3,3.128571429,Medium
8064,13,2,2,9,2.907692308,Medium
8065,6,15,5,1,4.5,Medium
8066,6,12,1,3,3.1,Medium
8072,16,3,5,2,3.775,Medium
8073,24,7,5,3,2.35,Medium
8075,16,4,7,9,4.575,Medium
8076,11,15,5,9,2.227272727,Medium
8081,25,15,9,5,2.7,Medium
8083,15,17,7,8,2.1,Medium
8084,20,7,9,2,4.6,Medium
8087,25,10,8,5,3.2,Medium
8090,10,7,1,5,2.1,Medium
8093,11,6,3,3,3.027272727,Medium
8094,28,2,7,4,4.171428571,Medium
8098,23,3,7,7,4.204347826,Medium
8099,18,4,6,8,3.866666667,Medium
8104,7,4,1,2,3.985714286,Medium
8108,16,4,2,5,2.075,Medium
8109,10,1,3,8,4.3,Medium
8112,6,15,5,2,4.5,Medium
8114,29,11,9,7,3.334482759,Medium
8116,29,3,9,6,4.934482759,Medium
8117,13,5,2,3,2.307692308,Medium
8118,22,4,5,3,3.063636364,Medium
8120,19,9,6,1,2.778947368,Medium
8123,19,7,8,4,4.178947368,Medium
8125,5,10,2,3,5,Medium
8129,20,12,7,9,2.6,Medium
8130,5,14,1,7,3.7,Medium
8131,19,6,4,5,2.378947368,Medium
8134,13,6,2,8,2.107692308,Medium
8140,21,9,8,4,3.628571429,Medium
8145,15,1,4,2,3.8,Medium
8146,9,14,8,3,4.533333333,Medium
8147,16,4,4,5,3.075,Medium
8151,6,13,2,6,3.4,Medium
8152,18,8,6,9,3.066666667,Medium
8153,11,17,7,8,2.827272727,Medium
8158,21,15,8,3,2.428571429,Medium
8159,22,9,6,6,2.563636364,Medium
8162,21,4,4,6,2.628571429,Medium
8165,20,8,6,3,2.9,Medium
8171,17,1,5,1,4.064705882,Medium
8176,7,15,4,4,3.285714286,Medium
8177,23,4,3,8,2.004347826,Medium
8179,14,5,2,4,2.142857143,Medium
8181,25,5,7,4,3.7,Medium
8183,6,11,1,4,3.3,Medium
8185,19,19,9,1,2.278947368,Medium
8195,11,11,5,3,3.027272727,Medium
8196,26,4,9,2,4.853846154,Medium
8200,24,11,9,2,3.55,Medium
8206,10,14,7,6,3.7,Medium
8209,28,7,5,2,2.171428571,Medium
8210,21,13,9,5,3.328571429,Medium
8214,27,2,3,3,2.211111111,Medium
8217,9,14,6,8,3.533333333,Medium
8220,5,19,4,4,4.2,Medium
8222,17,6,8,6,4.564705882,Medium
8223,15,7,7,3,4.1,Medium
8224,10,10,6,9,4,Medium
8226,19,2,2,9,2.178947368,Medium
8230,16,5,6,1,3.875,Medium
8231,24,6,8,8,4.05,Medium
8233,16,8,4,8,2.275,Medium
8235,27,1,8,2,4.911111111,Medium
8237,11,3,5,9,4.627272727,Medium
8240,9,13,6,2,3.733333333,Medium
8249,29,8,9,8,3.934482759,Medium
8250,27,10,6,6,2.111111111,Medium
8254,13,17,7,2,2.407692308,Medium
8255,18,7,7,3,3.766666667,Medium
8260,8,8,1,3,2.65,Medium
8262,19,4,3,5,2.278947368,Medium
8264,20,10,8,9,3.5,Medium
8266,13,10,9,9,4.807692308,Medium
8268,12,1,2,2,3.3,Medium
8269,6,11,3,1,4.3,Medium
8270,19,18,9,8,2.478947368,Medium
8271,26,6,9,9,4.453846154,Medium
8273,24,13,7,3,2.15,Medium
8274,19,6,6,2,3.378947368,Medium
8285,20,3,4,5,2.9,Medium
8286,25,14,9,8,2.9,Medium
8287,18,19,9,8,2.366666667,Medium
8288,13,13,6,9,2.707692308,Medium
8289,23,4,4,3,2.504347826,Medium
8292,17,17,9,5,2.864705882,Medium
8293,11,7,6,9,4.327272727,Medium
8296,12,12,7,4,3.6,Medium
8300,6,13,2,3,3.4,Medium
8302,13,9,4,8,2.507692308,Medium
8303,6,16,1,9,2.3,Medium
8306,25,15,8,3,2.2,Medium
8309,17,1,4,8,3.564705882,Medium
8311,25,2,5,7,3.3,Medium
8318,25,8,6,2,2.6,Medium
8320,18,9,7,4,3.366666667,Medium
8323,19,2,5,4,3.678947368,Medium
8326,19,4,5,4,3.278947368,Medium
8327,17,16,9,8,3.064705882,Medium
8330,15,10,9,6,4.5,Medium
8331,7,13,4,1,3.685714286,Medium
8337,12,2,1,6,2.6,Medium
8338,10,10,7,8,4.5,Medium
8339,17,12,6,6,2.364705882,Medium
8340,21,16,8,8,2.228571429,Medium
8342,26,15,9,8,2.653846154,Medium
8345,22,9,5,2,2.063636364,Medium
8348,20,8,5,5,2.4,Medium
8351,9,9,6,9,4.533333333,Medium
8355,9,7,1,7,2.433333333,Medium
8358,6,15,5,1,4.5,Medium
8364,27,7,5,5,2.211111111,Medium
8366,19,3,3,4,2.478947368,Medium
8371,26,12,7,6,2.253846154,Medium
8374,6,11,2,8,3.8,Medium
8378,14,16,7,5,2.442857143,Medium
8382,23,9,5,8,2.004347826,Medium
8383,24,8,9,3,4.15,Medium
8384,26,12,8,9,2.753846154,Medium
8387,20,10,8,4,3.5,Medium
8388,16,3,2,8,2.275,Medium
8397,6,11,2,3,3.8,Medium
8398,27,13,7,8,2.011111111,Medium
8400,27,10,6,3,2.111111111,Medium
8401,18,3,4,2,3.066666667,Medium
8402,16,6,8,5,4.675,Medium
8403,23,12,8,8,2.904347826,Medium
8406,24,10,7,4,2.75,Medium
8410,28,10,7,5,2.571428571,Medium
8411,17,13,9,7,3.664705882,Medium
8414,16,7,4,8,2.475,Medium
8415,18,9,9,8,4.366666667,Medium
8416,13,10,5,9,2.807692308,Medium
8417,11,4,1,4,2.427272727,Medium
8418,12,10,4,1,2.5,Medium
8421,5,18,4,4,4.4,Medium
8422,13,17,8,9,2.907692308,Medium
8433,19,2,4,4,3.178947368,Medium
8434,7,14,4,5,3.485714286,Medium
8438,17,8,6,8,3.164705882,Medium
8439,12,13,7,1,3.4,Medium
8440,14,9,4,7,2.342857143,Medium
8443,26,9,8,4,3.353846154,Medium
8444,8,5,4,7,4.75,Medium
8448,13,15,9,6,3.807692308,Medium
8451,15,1,3,5,3.3,Medium
8452,9,5,4,7,4.333333333,Medium
8454,9,17,5,6,2.433333333,Medium
8458,13,3,4,4,3.707692308,Medium
8460,18,8,4,1,2.066666667,Medium
8461,15,6,8,2,4.8,Medium
8462,16,15,9,8,3.375,Medium
8466,23,6,8,3,4.104347826,Medium
8467,7,16,2,9,2.085714286,Medium
8469,29,3,7,5,3.934482759,Medium
8473,25,6,7,6,3.5,Medium
8475,25,8,9,1,4.1,Medium
8476,15,11,9,8,4.3,Medium
8477,27,7,7,6,3.211111111,Medium
8478,14,16,9,8,3.442857143,Medium
8481,28,10,6,3,2.071428571,Medium
8484,22,9,7,5,3.063636364,Medium
8487,21,7,6,6,3.028571429,Medium
8489,20,3,4,7,2.9,Medium
8490,8,3,1,5,3.65,Medium
8491,19,6,8,8,4.378947368,Medium
8495,27,2,7,2,4.211111111,Medium
8496,11,1,2,3,3.527272727,Medium
8497,18,18,9,2,2.566666667,Medium
8499,15,1,5,7,4.3,Medium
8500,26,8,6,5,2.553846154,Medium
8501,15,10,8,9,4,Medium
8506,27,12,8,3,2.711111111,Medium
8507,12,6,4,5,3.3,Medium
8508,21,7,9,4,4.528571429,Medium
8509,8,19,6,8,2.95,Medium
8511,9,14,8,3,4.533333333,Medium
8515,27,7,8,6,3.711111111,Medium
8517,26,10,7,4,2.653846154,Medium
8519,29,5,6,7,3.034482759,Medium
8521,20,8,9,3,4.4,Medium
8523,13,2,5,8,4.407692308,Medium
8524,24,12,9,4,3.35,Medium
8527,26,5,4,6,2.153846154,Medium
8528,16,5,4,2,2.875,Medium
8529,17,11,8,7,3.564705882,Medium
8530,7,6,1,8,3.585714286,Medium
8532,6,18,2,9,2.4,Medium
8535,24,4,8,1,4.45,Medium
8536,15,5,8,1,5,Medium
8537,25,13,9,3,3.1,Medium
8538,29,5,9,7,4.534482759,Medium
8539,7,16,4,7,3.085714286,Medium
8545,16,18,9,9,2.775,Medium
8546,17,7,5,7,2.864705882,Medium
8549,8,4,2,8,3.95,Medium
8550,21,6,8,9,4.228571429,Medium
8552,29,14,8,4,2.234482759,Medium
8553,23,9,9,6,4.004347826,Medium
8554,9,13,6,8,3.733333333,Medium
8555,11,13,8,1,4.127272727,Medium
8556,22,8,7,2,3.263636364,Medium
8557,12,10,8,4,4.5,Medium
8561,13,2,4,5,3.907692308,Medium
8566,4,16,1,7,4.8,Medium
8567,14,19,9,9,2.842857143,Medium
8569,13,4,6,1,4.507692308,Medium
8571,21,10,6,8,2.428571429,Medium
8575,21,1,5,3,3.728571429,Medium
